sale_date,site_id,site_name,product,total_litres,total_amount,avg_price
2025-04-15,GWERU,GWERU,GWERU USD PETROL,10.27,14.6,1.42
2025-04-15,KADOMA,KADOMA,KADOMA USD PETROL,88.28,127.6,1.45
2025-04-15,R MUGABE,R MUGABE,R MUGABE USD PETROL,55.39,81.4,1.47
2025-04-15,ROADPORT,ROADPORT,ROAPORT USD PETROL,47.97,69.56,1.45
2025-04-16,BANKET,BANKET,BANKET USD PETROL,240.54,355.2,1.48
2025-04-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,20.27,29.6,1.46
2025-04-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,44.0,66.0,1.5
2025-04-16,CRIPPS,CRIPPS,PETROL,37.67,339992.63,9025.55
2025-04-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,301.64,445.48,1.48
2025-04-16,FORT STREET,FORT STREET,FORT USD DIESEL,545.45,795.7,1.46
2025-04-16,GWERU,GWERU,GWERU USD PETROL,57.53,83.22,1.45
2025-04-16,KADOMA,KADOMA,KADOMA USD PETROL,62.07,89.9,1.45
2025-04-16,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,29.05,42.92,1.48
2025-04-16,R MUGABE,R MUGABE,R MUGABE USD DIESEL,62.93,88.66,1.41
2025-04-16,R MUGABE,R MUGABE,R MUGABE USD PETROL,16.89,23.68,1.4
2025-04-16,ROADPORT,ROADPORT,ROAPORT USD PETROL,32.43,47.36,1.46
2025-04-17,BANKET,BANKET,BANKET USD PETROL,442.56,654.16,1.48
2025-04-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,12.16,17.76,1.46
2025-04-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.08,28.5,1.42
2025-04-17,CRIPPS,CRIPPS,CRIPPS DIESEL USD,236.98,344.56,1.45
2025-04-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,248.54,367.04,1.48
2025-04-17,FORT STREET,FORT STREET,FORT USD DIESEL,968.84,1384.24,1.43
2025-04-17,GWERU,GWERU,GWERU USD PETROL,71.91,103.66,1.44
2025-04-17,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,20.68,29.0,1.4
2025-04-17,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,3.37,4.44,1.32
2025-04-17,R MUGABE,R MUGABE,R MUGABE USD DIESEL,13.99,18.59,1.33
2025-04-17,R MUGABE,R MUGABE,R MUGABE USD PETROL,16.89,23.68,1.4
2025-04-17,ROADPORT,ROADPORT,ROADPORT USD DIESEL,33.56,49.17,1.47
2025-04-17,ROADPORT,ROADPORT,ROAPORT USD PETROL,41.89,60.68,1.45
2025-04-18,BANKET,BANKET,BANKET USD PETROL,185.81,273.8,1.47
2025-04-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,250.34,370.0,1.48
2025-04-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,118.66,177.0,1.49
2025-04-18,CRIPPS,CRIPPS,CRIPPS DIESEL USD,134.24,195.64,1.46
2025-04-18,FIFE STREET,FIFE STREET,FIFE USD PETROL,337.83,498.76,1.48
2025-04-18,FORT STREET,FORT STREET,FORT USD PETROL,81.08,119.88,1.48
2025-04-18,GWERU,GWERU,GWERU USD PETROL,54.79,78.84,1.44
2025-04-18,KADOMA,KADOMA,KADOMA USD PETROL,6.9,8.7,1.26
2025-04-18,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,33.78,48.84,1.45
2025-04-18,R MUGABE,R MUGABE,R MUGABE USD DIESEL,167.84,238.81,1.42
2025-04-18,R MUGABE,R MUGABE,R MUGABE USD PETROL,11.48,16.28,1.42
2025-04-18,ROADPORT,ROADPORT,ROAPORT USD PETROL,55.52,81.4,1.47
2025-04-19,BANKET,BANKET,BANKET USD DIESEL,392.05,591.92,1.51
2025-04-19,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,159.99,238.5,1.49
2025-04-19,CRIPPS,CRIPPS,CRIPPS DIESEL USD,82.19,119.72,1.46
2025-04-19,FIFE STREET,FIFE STREET,FIFE USD PETROL,225.0,333.0,1.48
2025-04-19,FORT STREET,FORT STREET,FORT USD PETROL,13.51,19.24,1.42
2025-04-19,MPOPOMA,MPOPOMA,PETROL,62.83,588455.64,9365.84
2025-04-19,R MUGABE,R MUGABE,R MUGABE USD DIESEL,98.61,140.14,1.42
2025-04-19,R MUGABE,R MUGABE,R MUGABE USD PETROL,30.4,44.4,1.46
2025-04-19,ROADPORT,ROADPORT,ROADPORT USD DIESEL,20.13,29.8,1.48
2025-04-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,27.9,39.96,1.43
2025-04-20,BANKET,BANKET,BANKET USD PETROL,50.0,74.0,1.48
2025-04-20,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,36.65,54.0,1.47
2025-04-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,290.83,429.2,1.48
2025-04-20,FORT STREET,FORT STREET,FORT USD DIESEL,349.65,499.07,1.43
2025-04-20,FORT STREET,FORT STREET,FORT USD PETROL,123.58,182.04,1.47
2025-04-20,KADOMA,KADOMA,PETROL,6.89,55587.24,8067.81
2025-04-20,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,30.74,44.4,1.44
2025-04-20,R MUGABE,R MUGABE,R MUGABE USD DIESEL,55.94,78.65,1.41
2025-04-20,R MUGABE,R MUGABE,R MUGABE USD PETROL,90.13,133.2,1.48
2025-04-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,25.68,37.0,1.44
2025-04-21,BANKET,BANKET,BANKET USD PETROL,33.1,48.84,1.48
2025-04-21,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,13.06,19.11,1.46
2025-04-21,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,68.48,99.28,1.45
2025-04-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,33.78,48.84,1.45
2025-04-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,117.98,175.5,1.49
2025-04-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,637.16,942.76,1.48
2025-04-21,FORT STREET,FORT STREET,FORT USD DIESEL,357.34,510.51,1.43
2025-04-21,KADOMA,KADOMA,PETROL,41.37,379846.14,9181.68
2025-04-21,KHAMI,KHAMI,KHAMI USD DIESEL,196.55,284.2,1.45
2025-04-21,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,57.43,84.36,1.47
2025-04-21,ROADPORT,ROADPORT,ROAPORT USD PETROL,15.54,22.2,1.43
2025-04-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,104.89,153.92,1.47
2025-04-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,158.66,237.0,1.49
2025-04-22,FIFE STREET,FIFE STREET,FIFE USD PETROL,500.0,740.0,1.48
2025-04-22,FORT STREET,FORT STREET,FORT USD PETROL,260.13,384.8,1.48
2025-04-22,KADOMA,KADOMA,KADOMA USD PETROL,20.69,29.0,1.4
2025-04-22,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,199.32,294.52,1.48
2025-04-22,R MUGABE,R MUGABE,R MUGABE USD DIESEL,173.42,247.39,1.43
2025-04-22,R MUGABE,R MUGABE,R MUGABE USD PETROL,72.81,106.56,1.46
2025-04-22,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,620.69,899.0,1.45
2025-04-22,ROADPORT,ROADPORT,ROAPORT USD PETROL,122.3,180.56,1.48
2025-04-23,BANKET,BANKET,BANKET USD DIESEL,262.91,395.62,1.5
2025-04-23,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,500.0,735.0,1.47
2025-04-23,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,61.63,89.06,1.45
2025-04-23,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,26.67,39.0,1.46
2025-04-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,365.79,540.2,1.48
2025-04-23,FORT STREET,FORT STREET,FORT USD DIESEL,553.35,790.79,1.43
2025-04-23,KADOMA,KADOMA,KADOMA USD PETROL,13.79,18.85,1.37
2025-04-23,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,50.27,74.0,1.47
2025-04-23,R MUGABE,R MUGABE,R MUGABE USD DIESEL,64.18,91.52,1.43
2025-04-23,ROADPORT,ROADPORT,ROAPORT USD PETROL,133.78,196.84,1.47
2025-04-24,BANKET,BANKET,BANKET USD PETROL,78.37,115.44,1.47
2025-04-24,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,70.66,105.0,1.49
2025-04-24,FIFE STREET,FIFE STREET,FIFE USD PETROL,365.54,540.2,1.48
2025-04-24,FORT STREET,FORT STREET,FORT USD PETROL,159.44,235.32,1.48
2025-04-24,KADOMA,KADOMA,KADOMA USD PETROL,73.09,105.85,1.45
2025-04-24,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,62.43,91.76,1.47
2025-04-24,R MUGABE,R MUGABE,R MUGABE USD DIESEL,88.29,125.84,1.43
2025-04-24,ROADPORT,ROADPORT,ROAPORT USD PETROL,47.3,69.56,1.47
2025-04-25,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,108.84,158.76,1.46
2025-04-25,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,33.56,48.18,1.44
2025-04-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,84.93,126.0,1.48
2025-04-25,FIFE STREET,FIFE STREET,FIFE USD PETROL,635.38,939.8,1.48
2025-04-25,FORT STREET,FORT STREET,FORT USD DIESEL,548.6,783.64,1.43
2025-04-25,GWERU,GWERU,GWERU USD PETROL,66.43,96.36,1.45
2025-04-25,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,4.72,5.92,1.25
2025-04-25,ROADPORT,ROADPORT,ROAPORT USD PETROL,108.78,159.84,1.47
2025-04-26,BANKET,BANKET,BANKET USD PETROL,77.02,113.96,1.48
2025-04-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,155.33,232.5,1.5
2025-04-26,CRIPPS,CRIPPS,CRIPPS PETROL USD,53.42,77.38,1.45
2025-04-26,FIFE STREET,FIFE STREET,FIFE USD PETROL,149.32,220.52,1.48
2025-04-26,FORT STREET,FORT STREET,FORT USD DIESEL,279.72,398.97,1.43
2025-04-26,KADOMA,KADOMA,KADOMA USD DIESEL,118.3,168.74,1.43
2025-04-26,KADOMA,KADOMA,PETROL,8.27,74116.32,8962.07
2025-04-26,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,243.24,359.64,1.48
2025-04-26,R MUGABE,R MUGABE,R MUGABE USD DIESEL,619.6,885.17,1.43
2025-04-26,R MUGABE,R MUGABE,R MUGABE USD PETROL,86.57,127.28,1.47
2025-04-26,ROADPORT,ROADPORT,ROADPORT USD DIESEL,90.6,134.1,1.48
2025-04-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,287.82,424.76,1.48
2025-04-27,BANKET,BANKET,BANKET USD DIESEL,40.0,60.4,1.51
2025-04-27,BANKET,BANKET,BANKET USD PETROL,397.0,587.56,1.48
2025-04-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,97.97,143.56,1.47
2025-04-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,56.66,84.0,1.48
2025-04-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,382.56,565.36,1.48
2025-04-27,FORT STREET,FORT STREET,FORT USD PETROL,62.83,91.76,1.46
2025-04-27,KADOMA,KADOMA,PETROL,184.14,1704675.36,9257.5
2025-04-27,ROADPORT,ROADPORT,ROAPORT USD PETROL,37.15,54.76,1.47
2025-04-28,BANKET,BANKET,BANKET USD DIESEL,79.47,119.29,1.5
2025-04-28,BANKET,BANKET,BANKET USD PETROL,130.4,192.4,1.48
2025-04-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,119.38,178.5,1.5
2025-04-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,298.91,441.04,1.48
2025-04-28,FORT STREET,FORT STREET,FORT USD DIESEL,413.28,590.59,1.43
2025-04-28,KADOMA,KADOMA,KADOMA USD PETROL,10.34,14.5,1.4
2025-04-28,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,31.03,44.95,1.45
2025-04-28,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,33.78,48.84,1.45
2025-04-28,R MUGABE,R MUGABE,R MUGABE USD DIESEL,27.96,38.61,1.38
2025-04-28,R MUGABE,R MUGABE,R MUGABE USD PETROL,61.48,90.28,1.47
2025-04-28,ROADPORT,ROADPORT,ROAPORT USD PETROL,121.03,179.08,1.48
2025-04-29,BANKET,BANKET,BANKET USD DIESEL,131.78,197.81,1.5
2025-04-29,BANKET,BANKET,BANKET USD PETROL,84.46,124.32,1.47
2025-04-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,60.13,88.8,1.48
2025-04-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,200.0,300.0,1.5
2025-04-29,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,421.12,597.82,1.42
2025-04-29,CRIPPS,CRIPPS,CRIPPS DIESEL USD,147.94,214.62,1.45
2025-04-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,108.1,159.84,1.48
2025-04-29,FORT STREET,FORT STREET,FORT USD DIESEL,181.11,258.83,1.43
2025-04-29,KADOMA,KADOMA,KADOMA USD DIESEL,41.96,58.63,1.4
2025-04-29,KADOMA,KADOMA,KADOMA USD PETROL,40.69,58.0,1.43
2025-04-29,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,79.72,116.92,1.47
2025-04-29,R MUGABE,R MUGABE,R MUGABE USD DIESEL,65.02,92.95,1.43
2025-04-29,R MUGABE,R MUGABE,R MUGABE USD PETROL,93.91,137.64,1.47
2025-04-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,133.11,196.84,1.48
2025-04-30,BANKET,BANKET,BANKET BULK DIESEL USD,1000.0,1430.0,1.43
2025-04-30,BANKET,BANKET,BANKET USD DIESEL,89.35,134.39,1.5
2025-04-30,BANKET,BANKET,BANKET USD PETROL,370.32,547.6,1.48
2025-04-30,CHARTER,CHARTER,CHARTER USD PETROL,36.81,51.84,1.41
2025-04-30,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,183.67,269.01,1.46
2025-04-30,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,45.89,65.7,1.43
2025-04-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,369.92,546.12,1.48
2025-04-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,46.66,69.0,1.48
2025-04-30,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,116.19,164.72,1.42
2025-04-30,CRIPPS,CRIPPS,CRIPPS DIESEL USD,78.08,113.88,1.46
2025-04-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,130.4,192.4,1.48
2025-04-30,FORT STREET,FORT STREET,FORT USD PETROL,23.64,34.04,1.44
2025-04-30,KADOMA,KADOMA,KADOMA USD DIESEL,69.93,98.67,1.41
2025-04-30,MARONDERA,MARONDERA,MARONDERA USD DIESEL,89.58,128.16,1.43
2025-04-30,MARONDERA,MARONDERA,MARONDERA USD PETROL,347.22,499.68,1.44
2025-04-30,R MUGABE,R MUGABE,R MUGABE USD DIESEL,44.96,62.92,1.4
2025-04-30,R MUGABE,R MUGABE,R MUGABE USD PETROL,10.13,14.8,1.46
2025-04-30,ROADPORT,ROADPORT,ROAPORT USD PETROL,58.45,85.84,1.47
2025-05-01,BANKET,BANKET,BANKET USD PETROL,103.37,152.44,1.47
2025-05-01,CHARTER,CHARTER,CHARTER USD PETROL,13.89,18.72,1.35
2025-05-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,84.45,124.32,1.47
2025-05-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,58.66,87.0,1.48
2025-05-01,CRIPPS,CRIPPS,CRIPPS DIESEL USD,158.21,230.68,1.46
2025-05-01,FIFE STREET,FIFE STREET,FIFE USD PETROL,483.58,714.84,1.48
2025-05-01,FORT STREET,FORT STREET,FORT STR BULK DIESEL USD,422.53,599.24,1.42
2025-05-01,FORT STREET,FORT STREET,FORT USD DIESEL,353.28,504.79,1.43
2025-05-01,KADOMA,KADOMA,KADOMA USD PETROL,22.07,31.9,1.45
2025-05-01,MARONDERA,MARONDERA,MARONDERA USD DIESEL,85.41,122.4,1.43
2025-05-01,MARONDERA,MARONDERA,MARONDERA USD PETROL,270.13,388.8,1.44
2025-05-01,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,74.31,109.52,1.47
2025-05-01,R MUGABE,R MUGABE,R MUGABE USD DIESEL,101.39,144.43,1.42
2025-05-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,141.21,208.68,1.48
2025-05-01,ROADPORT,ROADPORT,ROADPORT USD DIESEL,157.05,233.93,1.49
2025-05-01,ROADPORT,ROADPORT,ROAPORT USD PETROL,138.53,204.24,1.47
2025-05-02,BANKET,BANKET,BANKET USD PETROL,266.89,393.68,1.48
2025-05-02,CHEGUTU,CHEGUTU,CHEGUTU BULK DIESEL USD,430.55,619.2,1.44
2025-05-02,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,44.21,64.68,1.46
2025-05-02,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,181.57,264.26,1.46
2025-05-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,36.65,54.0,1.47
2025-05-02,CRIPPS,CRIPPS,CRIPPS PETROL USD,61.64,89.06,1.44
2025-05-02,FIFE STREET,FIFE STREET,FIFE USD PETROL,304.98,449.92,1.48
2025-05-02,FORT STREET,FORT STREET,FORT USD PETROL,45.94,66.6,1.45
2025-05-02,KADOMA,KADOMA,KADOMA USD PETROL,3.44,4.35,1.26
2025-05-02,MARONDERA,MARONDERA,MARONDERA USD DIESEL,61.11,87.84,1.44
2025-05-02,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,51.35,75.48,1.47
2025-05-02,R MUGABE,R MUGABE,R MUGABE USD DIESEL,76.92,108.68,1.41
2025-05-02,R MUGABE,R MUGABE,R MUGABE USD PETROL,30.4,44.4,1.46
2025-05-02,ROADPORT,ROADPORT,ROAPORT USD PETROL,12.84,17.76,1.38
2025-05-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,230.0,345.0,1.5
2025-05-03,FIFE STREET,FIFE STREET,FIFE USD PETROL,143.91,211.64,1.47
2025-05-03,FORT STREET,FORT STREET,FORT USD DIESEL,210.48,300.3,1.43
2025-05-03,MARONDERA,MARONDERA,MARONDERA USD DIESEL,200.69,288.0,1.44
2025-05-03,MARONDERA,MARONDERA,MARONDERA USD PETROL,197.68,283.68,1.44
2025-05-03,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,72.97,106.56,1.46
2025-05-03,R MUGABE,R MUGABE,R MUGABE USD DIESEL,136.36,194.48,1.43
2025-05-03,R MUGABE,R MUGABE,R MUGABE USD PETROL,214.86,316.72,1.47
2025-05-03,ROADPORT,ROADPORT,ROAPORT USD PETROL,112.84,165.76,1.47
2025-05-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,151.33,226.5,1.5
2025-05-04,CRIPPS,CRIPPS,CRIPPS DIESEL USD,104.1,151.84,1.46
2025-05-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,362.83,535.76,1.48
2025-05-04,FORT STREET,FORT STREET,FORT USD DIESEL,78.45,111.54,1.42
2025-05-04,KADOMA,KADOMA,DIESEL,51.74,476908.14,9217.4
2025-05-04,KADOMA,KADOMA,PETROL,23.44,213084.42,9090.63
2025-05-04,MARONDERA,MARONDERA,MARONDERA USD DIESEL,41.66,59.04,1.42
2025-05-04,MARONDERA,MARONDERA,MARONDERA USD PETROL,208.33,299.52,1.44
2025-05-04,R MUGABE,R MUGABE,R MUGABE USD DIESEL,322.85,460.46,1.43
2025-05-04,R MUGABE,R MUGABE,R MUGABE USD PETROL,6.03,8.88,1.47
2025-05-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,45.33,67.5,1.49
2025-05-05,CRIPPS,CRIPPS,CRIPPS DIESEL USD,121.91,176.66,1.45
2025-05-05,CRIPPS,CRIPPS,CRIPPS PETROL USD,94.52,137.24,1.45
2025-05-05,FIFE STREET,FIFE STREET,FIFE USD PETROL,572.97,846.56,1.48
2025-05-05,FORT STREET,FORT STREET,FORT USD DIESEL,55.94,78.65,1.41
2025-05-05,MARONDERA,MARONDERA,MARONDERA USD DIESEL,130.55,187.2,1.43
2025-05-05,MARONDERA,MARONDERA,MARONDERA USD PETROL,138.88,198.72,1.43
2025-05-05,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,14.86,20.72,1.39
2025-05-05,R MUGABE,R MUGABE,R MUGABE USD PETROL,13.51,19.24,1.42
2025-05-05,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,206.9,298.7,1.44
2025-05-06,BANKET,BANKET,BANKET USD PETROL,52.02,76.96,1.48
2025-05-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,196.66,294.0,1.49
2025-05-06,CRIPPS,CRIPPS,CRIPPS PETROL USD,25.34,36.5,1.44
2025-05-06,FIFE STREET,FIFE STREET,FIFE USD PETROL,357.6,528.36,1.48
2025-05-06,FORT STREET,FORT STREET,FORT USD DIESEL,369.23,527.67,1.43
2025-05-06,MARONDERA,MARONDERA,MARONDERA USD DIESEL,138.88,198.72,1.43
2025-05-06,MARONDERA,MARONDERA,MARONDERA USD PETROL,158.33,227.52,1.44
2025-05-06,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,35.81,51.8,1.45
2025-05-06,R MUGABE,R MUGABE,R MUGABE USD DIESEL,48.95,68.64,1.4
2025-05-06,R MUGABE,R MUGABE,R MUGABE USD PETROL,27.03,39.96,1.48
2025-05-07,BANKET,BANKET,BANKET USD PETROL,102.02,150.96,1.48
2025-05-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,128.66,192.0,1.49
2025-05-07,CRIPPS,CRIPPS,CRIPPS PETROL USD,13.69,18.98,1.39
2025-05-07,FIFE STREET,FIFE STREET,FIFE USD PETROL,285.69,421.8,1.48
2025-05-07,FORT STREET,FORT STREET,FORT USD PETROL,3.37,4.44,1.32
2025-05-07,MARONDERA,MARONDERA,MARONDERA USD DIESEL,47.22,67.68,1.43
2025-05-07,MARONDERA,MARONDERA,MARONDERA USD PETROL,69.44,99.36,1.43
2025-05-07,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,59.45,86.14,1.45
2025-05-07,R MUGABE,R MUGABE,R MUGABE USD PETROL,17.12,24.82,1.45
2025-05-08,BANKET,BANKET,BANKET USD PETROL,89.18,131.72,1.48
2025-05-08,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,44.22,64.68,1.46
2025-05-08,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,116.44,169.36,1.45
2025-05-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,160.86,240.0,1.49
2025-05-08,CRIPPS,CRIPPS,CRIPPS PETROL USD,67.12,97.82,1.46
2025-05-08,FIFE STREET,FIFE STREET,FIFE USD PETROL,486.3,709.56,1.46
2025-05-08,FORT STREET,FORT STREET,FORT USD PETROL,27.39,39.42,1.44
2025-05-08,KADOMA,KADOMA,KADOMA USD PETROL,24.14,34.8,1.44
2025-05-08,MARONDERA,MARONDERA,MARONDERA USD DIESEL,83.33,119.52,1.43
2025-05-08,MARONDERA,MARONDERA,MARONDERA USD PETROL,138.88,198.72,1.43
2025-05-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,34.24,49.64,1.45
2025-05-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,41.09,59.86,1.46
2025-05-09,BANKET,BANKET,BANKET USD PETROL,142.56,210.16,1.47
2025-05-09,CHEGUTU,CHEGUTU,CHEGUTU BULK DIESEL USD,400.0,576.0,1.44
2025-05-09,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,34.24,49.64,1.45
2025-05-09,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,76.33,114.0,1.49
2025-05-09,CRIPPS,CRIPPS,CRIPPS PETROL USD,96.57,140.16,1.45
2025-05-09,FIFE STREET,FIFE STREET,FIFE USD PETROL,228.08,332.88,1.46
2025-05-09,FORT STREET,FORT STREET,FORT USD DIESEL,408.39,583.44,1.43
2025-05-09,KADOMA,KADOMA,KADOMA USD DIESEL,20.98,28.6,1.36
2025-05-09,MARONDERA,MARONDERA,MARONDERA USD DIESEL,69.44,99.36,1.43
2025-05-09,MARONDERA,MARONDERA,MARONDERA USD PETROL,191.56,275.04,1.44
2025-05-09,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,32.19,46.72,1.45
2025-05-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,100.0,149.0,1.49
2025-05-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,219.33,328.5,1.5
2025-05-10,CRIPPS,CRIPPS,CRIPPS DIESEL USD,151.36,220.46,1.46
2025-05-10,CRIPPS,CRIPPS,CRIPPS PETROL USD,90.41,131.4,1.45
2025-05-10,FORT STREET,FORT STREET,FORT USD PETROL,6.84,8.76,1.28
2025-05-10,KADOMA,KADOMA,KADOMA USD DIESEL,34.97,48.62,1.39
2025-05-10,MARONDERA,MARONDERA,MARONDERA USD DIESEL,75.64,108.0,1.43
2025-05-10,MARONDERA,MARONDERA,MARONDERA USD PETROL,347.22,499.68,1.44
2025-05-10,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,126.71,183.96,1.45
2025-05-10,R MUGABE,R MUGABE,R MUGABE USD DIESEL,27.96,38.61,1.38
2025-05-10,R MUGABE,R MUGABE,R MUGABE USD PETROL,26.01,37.96,1.46
2025-05-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,67.11,99.83,1.49
2025-05-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,107.33,160.5,1.5
2025-05-11,FIFE STREET,FIFE STREET,FIFE USD PETROL,215.06,313.9,1.46
2025-05-11,FORT STREET,FORT STREET,FORT USD PETROL,23.97,33.58,1.4
2025-05-11,MARONDERA,MARONDERA,MARONDERA USD DIESEL,163.19,234.72,1.44
2025-05-11,MARONDERA,MARONDERA,MARONDERA USD PETROL,694.44,999.36,1.44
2025-05-11,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,23.97,33.58,1.4
2025-05-11,R MUGABE,R MUGABE,R MUGABE USD DIESEL,12.58,17.16,1.36
2025-05-11,R MUGABE,R MUGABE,R MUGABE USD PETROL,67.8,97.82,1.44
2025-05-12,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,27.89,39.69,1.42
2025-05-12,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,54.79,78.84,1.44
